x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
891,1099,405,844,480,465,851,956,429,286
422,1240,415,996,502,331,854,654,863,782
833,730,414,964,494,607,837,940,714,402
874,823,408,1592,617,576,846,454,378,844
-131,754,418,1156,444,702,851,882,884,197
728,745,402,94,736,716,854,1091,601,546
894,675,408,1034,753,561,842,1222,1803,9
348,1066,416,1034,660,-69,852,922,1341,590
1058,822,407,1052,874,840,846,812,579,448
508,975,403,1370,792,328,840,608,423,701
946,719,397,905,330,797,845,876,1399,690
796,706,397,962,791,593,840,712,1059,773
899,713,406,255,704,608,846,933,582,-23
1118,638,402,813,666,639,853,785,716,870
82,1009,411,1155,711,397,846,884,880,1631
351,673,406,993,480,752,845,1183,792,746
554,847,414,1409,524,390,836,606,753,847
493,600,400,977,535,830,849,740,1404,356
1272,507,397,892,733,460,836,764,849,364
9,1131,406,339,316,704,847,682,1006,738
953,698,401,672,402,700,845,680,356,797
-353,1144,410,670,481,645,844,561,1193,569
828,1159,401,922,690,532,849,823,1494,173
899,781,400,1138,424,78,839,1030,1181,433
1425,550,402,1370,623,430,847,677,1643,702
830,701,393,1061,470,581,852,888,899,1035
955,690,398,745,1013,92,853,832,537,744
1112,986,397,842,272,538,846,952,655,310
1034,1272,389,676,954,674,853,1240,825,689
750,1551,383,907,783,297,855,861,610,1017
718,898,387,640,679,699,848,966,1305,604
500,731,379,693,408,918,855,967,1009,1050
188,516,388,845,463,622,852,911,723,1656
374,795,374,912,321,-31,861,1053,1274,348
647,1174,372,1070,380,299,851,878,850,-363
291,369,383,1080,587,1060,847,847,1328,-94
974,695,371,1173,474,941,846,1193,410,604
380,868,378,476,723,271,855,981,26,620
527,915,368,968,457,888,857,840,1212,188
1197,836,379,1446,334,474,847,667,1223,688
818,1294,375,634,855,769,847,1159,1001,957
320,560,385,888,356,278,862,937,980,517
324,571,387,971,353,1004,858,962,1042,474
562,958,381,887,415,832,865,975,1091,1026
362,627,376,882,342,302,856,718,847,718
1174,886,371,1026,23,66,859,907,564,712
729,233,370,640,730,760,853,577,720,68
51,925,361,957,381,511,859,960,1305,270
-76,780,352,115,331,645,866,903,956,-24
342,465,353,1309,401,183,856,608,992,746
32,781,352,718,390,685,860,681,626,1090
825,1250,363,565,505,673,858,944,922,1152
400,623,365,924,864,569,859,818,885,594
785,1048,375,827,293,412,857,787,449,1021
701,840,366,577,686,983,862,594,615,518
708,878,365,885,596,523,866,794,1076,-97
997,822,376,569,382,791,856,865,790,-116
1295,659,382,1071,776,642,863,1301,1328,725
566,863,384,1142,277,445,846,547,899,448
75,777,367,749,590,-55,861,1040,1529,488
897,443,377,735,206,489,856,718,507,791
1152,957,374,825,601,430,865,952,1648,907
763,844,375,1030,479,595,846,1059,483,456
489,898,370,720,396,862,866,1011,621,745
754,742,372,934,394,313,856,857,1026,807
765,513,381,927,442,392,851,621,1070,293
669,613,367,648,437,333,848,1116,804,417
-280,965,378,1048,278,726,856,709,1147,551
758,962,378,602,531,245,854,869,1193,82
217,1048,375,466,730,1003,857,973,1234,1042
307,663,385,736,648,538,854,558,1273,874
1100,769,395,1200,755,875,845,708,1051,-157
331,1246,379,966,863,583,861,938,458,552
1153,755,383,1263,781,695,844,1003,1110,180
388,908,382,715,301,558,855,644,1505,812
751,1089,376,792,536,448,862,778,958,641
408,-382,386,979,669,562,854,916,1270,451
449,660,383,448,622,535,851,693,949,290
597,1178,379,1325,345,337,857,487,858,734
734,938,389,679,816,706,860,643,248,564
881,681,392,1187,1012,393,857,606,1105,208
574,748,399,863,627,513,849,893,1009,83
962,936,409,890,583,829,854,815,722,340
474,882,400,1068,575,607,848,1017,1336,963
566,948,404,652,664,537,838,649,885,595
695,1050,414,1073,497,967,838,586,1183,198
-247,1503,408,897,969,792,836,880,612,144
838,694,405,1277,482,930,830,834,1088,186
302,319,405,1025,489,782,819,747,1194,399
476,1220,406,1064,473,418,826,646,756,568
1342,615,405,1451,533,651,809,694,534,984
854,932,400,791,483,649,817,571,681,925
793,695,408,1001,727,297,818,764,601,385
1798,744,399,883,795,256,813,499,905,436
699,866,392,899,355,706,811,927,949,912
989,793,396,1038,379,474,822,990,739,876
423,677,404,940,597,338,818,1084,584,763
1045,818,397,1005,621,812,810,850,1531,145
522,1251,395,1230,621,827,814,969,831,615
839,1113,388,932,600,126,801,828,687,632
1128,1086,395,954,795,534,807,636,1121,246
1081,714,405,669,683,133,804,710,1200,918
528,709,388,861,447,601,810,963,1142,459
548,860,380,579,379,360,803,704,1350,522
864,1233,380,1173,455,742,796,862,963,1014
724,446,387,1088,180,748,811,1189,1246,890
663,836,386,595,887,503,808,961,1121,-205
776,817,379,998,546,479,804,1030,1062,937
671,950,377,785,605,925,793,1052,1426,819
340,1274,383,1226,469,471,813,925,832,-482
693,524,379,1310,205,394,803,954,656,464
123,685,381,802,755,631,802,706,243,1051
1034,862,386,1051,315,602,812,859,1282,182
-80,431,379,763,429,535,802,993,1359,296
841,687,380,626,619,699,802,933,694,1039
722,880,378,999,604,667,805,703,821,440
577,788,381,761,506,661,806,722,654,583
1288,1088,381,828,793,774,807,969,673,759
274,1067,372,883,914,670,802,832,520,680
754,919,375,396,705,256,802,1244,763,779
1013,1167,382,464,477,700,809,817,716,786
1336,395,367,756,500,680,811,1092,1577,1254
325,605,365,785,934,300,812,977,1306,907
-454,903,368,1330,535,762,804,1018,1094,482
388,766,358,818,948,672,802,765,1278,259
759,705,359,725,720,333,798,661,288,511
798,1048,359,660,308,341,811,1078,903,188
1156,456,363,738,527,558,800,852,1000,712
1029,539,343,438,535,36,818,593,1147,935
734,498,344,644,707,547,827,738,776,241
757,1161,341,762,661,361,826,927,1305,322
1244,837,333,513,395,254,812,351,1313,555
585,840,347,537,487,359,813,366,543,310
1251,1018,343,433,827,543,823,780,1409,-191
811,1181,343,691,474,564,833,936,703,580
624,904,348,886,499,214,831,906,436,424
-423,723,344,996,461,425,819,581,695,949
624,924,344,521,421,1115,830,713,907,1005
898,867,335,366,729,513,820,1014,687,1085
340,121,353,563,468,344,840,779,733,654
706,1292,349,452,666,409,826,652,864,879
398,989,353,697,289,661,823,957,836,628
652,303,350,1021,778,468,833,956,316,382
618,1234,345,1458,764,808,842,1226,729,569
309,843,346,1158,285,426,848,706,911,555
1197,1069,346,876,564,572,837,849,457,867
954,803,346,1238,643,516,848,672,617,-15
381,955,351,1290,516,289,857,892,1144,746
1076,549,353,972,456,532,844,1154,1363,395
980,983,338,860,510,591,847,1021,920,1077
545,991,347,-34,651,648,853,901,743,732
680,721,353,858,779,418,844,682,951,447
709,1034,350,676,421,1239,851,911,1204,156
616,571,347,1043,645,894,843,791,507,763
1032,654,347,1177,470,514,854,661,1112,633
1096,1104,353,796,999,753,846,699,466,600
407,936,349,1562,684,727,845,570,432,796
666,1128,347,583,364,651,855,895,621,307
655,1126,354,267,203,594,854,800,864,957
573,760,348,686,645,-52,854,921,1353,690
1088,611,347,785,67,312,847,606,817,585
722,1168,347,871,393,720,858,927,777,712
672,399,344,1134,658,-97,858,639,827,595
828,1186,349,803,658,37,851,1111,820,1220
939,701,354,1048,775,553,867,781,1479,569
965,1225,350,977,414,445,849,1092,609,723
893,519,356,1188,647,854,861,698,238,1519
1197,633,350,1259,586,663,870,515,1220,1051
139,1035,342,1446,431,385,869,871,337,596
905,850,340,947,583,425,871,889,1482,385
523,799,358,658,628,595,862,913,1177,768
360,969,351,694,770,692,871,917,521,321
1329,802,355,491,505,851,866,660,590,783
141,492,343,1351,259,410,879,647,686,-136
880,417,356,555,368,1145,878,480,215,170
446,750,352,1194,456,323,888,1197,1545,298
1173,655,352,621,551,384,880,780,578,671
317,1116,358,503,438,623,896,715,1256,436
1094,721,360,907,464,177,885,935,14,542
154,578,357,233,453,42,895,785,688,477
1009,821,357,1164,52,796,889,1050,606,577
1038,758,350,1096,584,953,895,758,439,245
638,410,352,594,642,557,905,998,1128,-207
968,665,352,842,24,800,903,542,1004,325
211,1279,346,757,471,463,902,441,1371,229
1487,939,352,981,526,353,909,1115,1381,410
633,1349,362,637,831,707,904,856,747,933
-174,781,354,292,369,937,900,1102,952,794
279,880,352,1027,252,525,910,888,645,658
825,400,352,973,588,891,919,664,674,114
872,797,344,319,811,700,915,1226,294,492
545,788,355,780,614,258,915,1084,1332,1134
494,886,249,1074,469,582,814,659,1002,96
838,657,258,652,435,699,817,668,850,349
650,990,239,884,640,590,805,819,1538,693
466,1141,249,395,701,672,815,1085,1172,467
491,591,249,188,279,599,807,704,922,-7
530,1229,250,865,550,643,821,984,1087,340
648,863,241,701,822,398,825,1187,1017,385
1260,854,255,1126,660,73,814,855,239,784
818,978,247,572,528,427,821,704,1406,595
807,426,237,902,671,641,813,878,1507,642
52,713,238,866,377,752,826,676,968,400
944,953,251,667,509,89,814,808,807,732
1008,1165,247,1264,912,580,824,781,177,894
687,895,237,853,674,896,817,731,745,626
1027,598,256,604,573,806,823,782,826,487
351,1264,242,449,196,1107,816,1445,1676,449
444,1435,252,831,541,672,815,686,401,881
314,1071,246,1121,545,858,819,1010,1012,328
1097,359,245,771,194,788,829,636,230,165
467,743,250,1248,988,445,834,896,962,1252
167,974,252,1007,768,705,824,660,397,406
871,914,243,791,496,679,831,800,125,872
855,1010,242,776,462,353,841,726,561,739
690,598,233,954,512,455,844,1059,1392,543
443,689,247,878,878,834,845,1193,1233,893
267,812,251,348,165,728,838,1032,582,55
690,717,242,612,896,248,843,585,1201,872
640,810,249,1053,601,770,848,942,822,747
501,432,246,809,509,650,847,593,781,621
235,1245,250,748,846,821,841,610,413,980
863,642,235,674,653,466,853,602,723,870
869,1031,237,316,229,457,844,962,954,874
6,814,242,802,712,464,846,651,898,881
1447,631,239,1420,682,538,856,1067,928,689
-111,1035,235,737,671,747,853,772,1449,1178
511,1444,244,1348,643,431,855,529,1258,-84
605,975,241,776,520,323,851,830,1142,677
782,1121,235,738,686,455,861,831,882,647
98,793,240,1354,885,737,870,689,1130,471
677,1769,234,892,1005,742,872,708,1222,646
755,765,238,867,756,988,877,795,650,56
710,409,244,937,919,899,864,962,763,813
771,821,235,1288,579,569,880,746,416,926
79,1034,246,761,682,303,877,1108,1120,643
521,275,242,702,268,277,887,713,899,377
1282,359,248,847,571,316,883,954,924,763
760,987,239,1225,433,575,886,882,1036,541
852,1010,237,708,399,386,893,876,694,1081
670,731,237,679,579,1083,896,1021,797,368
775,880,249,1099,388,842,882,859,1114,801
215,1058,249,777,504,805,885,612,527,300
-211,1285,243,1421,455,470,894,865,141,479
828,988,240,1140,572,568,899,757,508,544
336,581,233,344,567,262,902,877,1486,816
586,949,252,1047,357,485,885,514,1206,1101
505,895,243,597,256,346,895,454,893,130
851,1045,234,1176,482,1100,895,936,959,1018
1190,947,250,597,466,305,900,494,964,599
761,1041,238,613,449,950,890,667,732,513
1121,671,243,816,664,585,899,889,1085,844
513,658,235,1151,924,468,904,717,615,411
550,1188,238,834,399,380,901,1035,918,758
974,463,236,1125,466,397,900,465,645,144
695,747,234,1105,772,457,907,871,997,696
312,697,236,1212,315,225,894,867,1132,307
60,911,244,831,398,420,901,892,953,699
245,720,251,1026,673,409,901,720,869,390
591,775,236,932,548,569,899,943,1315,588
1379,1441,245,654,234,710,908,813,317,553
1203,613,253,912,520,412,898,519,989,842
578,1051,244,657,559,989,903,523,860,-139
132,855,239,456,200,497,913,945,1214,969
1061,574,251,695,442,515,893,795,1076,213
422,1054,243,1033,208,569,912,795,727,-226
1038,1049,254,1171,984,248,910,724,838,152
746,1125,244,979,245,536,904,799,428,473
850,1009,241,669,383,590,895,782,874,815
646,837,238,836,842,817,907,734,797,291
1265,659,238,628,417,358,897,862,691,1220
820,1033,246,825,520,-19,907,850,1164,374
471,610,244,1146,599,429,897,723,1078,428
364,905,238,327,942,603,905,976,958,239
155,812,242,644,461,598,888,470,878,228
319,1012,235,867,296,598,907,702,1052,259
980,753,247,111,668,855,891,572,974,515
796,1401,246,763,297,652,881,785,884,457
314,1108,241,1109,296,683,884,454,143,1091
979,1039,244,531,500,855,872,1025,945,467
922,745,242,645,225,729,882,1024,934,902
270,1276,238,740,392,57,875,1050,1265,669
432,828,249,1032,583,794,889,1104,810,24
797,1384,237,666,625,523,882,992,1512,298
564,669,246,881,480,505,877,738,1630,865
6,761,253,706,232,778,872,612,443,933
1058,497,242,1072,642,160,872,791,819,636
269,1283,245,669,665,850,871,944,164,405
114,896,251,820,332,383,867,561,1154,308
4,663,253,675,600,1303,873,1075,1074,556
950,671,247,990,121,693,864,865,1173,65
285,997,256,1172,491,834,855,1265,983,573
750,687,241,707,754,103,859,558,1210,396
1266,683,253,381,780,700,874,544,339,527
497,678,255,705,585,767,854,640,549,434
381,1372,247,854,894,524,863,659,828,747
1069,1206,242,1541,365,81,873,700,830,-282
971,187,250,734,690,410,853,895,1038,691
656,722,251,479,659,650,863,608,1102,771
742,444,246,788,722,753,855,914,1111,867
746,375,247,833,338,1253,845,1004,659,907
852,851,255,265,443,359,839,752,1027,703
1188,862,245,636,487,335,841,879,631,395
689,1100,255,582,68,36,835,666,951,610
1210,671,245,709,838,768,854,726,611,856
730,682,246,1274,402,473,847,503,1297,1056
882,669,237,1110,458,660,839,947,1106,304
930,1228,247,344,848,364,844,525,954,830
230,654,250,815,232,343,839,757,1208,458
490,653,241,928,131,460,850,1021,612,93
362,1014,240,1213,77,841,835,1167,970,607
365,507,255,704,581,643,845,792,957,711
428,488,247,1383,877,1005,838,1129,1344,142
1209,788,247,791,546,643,841,555,733,-227
481,1186,239,258,740,758,848,1366,1252,137
599,916,247,775,576,481,837,633,504,300
759,925,244,788,285,798,833,929,978,614
752,958,242,637,514,918,843,961,772,503
615,809,238,667,417,625,845,593,315,895
943,1407,252,1076,265,762,843,791,605,556
1095,624,244,628,672,473,827,1002,265,764
118,612,246,902,700,635,817,1046,688,466
471,891,248,789,520,449,816,840,1309,406
981,865,249,469,493,241,810,1148,1161,853
791,1125,248,867,569,-26,821,532,743,643
400,746,237,1098,388,341,807,1105,926,385
277,514,251,919,567,313,822,459,802,796
967,987,246,883,401,550,807,1025,916,559
203,446,245,816,167,875,817,943,709,680
336,1205,243,611,605,451,812,889,894,929
1430,497,253,973,258,222,812,1009,865,593
653,356,237,1038,182,800,824,570,957,354
444,1073,245,790,441,327,816,680,1304,495
37,809,249,1138,647,691,825,817,1194,211
436,233,236,1233,499,587,821,793,776,1011
490,890,245,916,631,409,815,602,437,917
444,1114,240,916,611,771,810,1111,694,798
715,1018,248,1224,508,865,816,512,735,106
775,1258,249,1436,654,837,822,837,862,279
701,1031,252,656,352,897,824,764,815,550
605,922,244,737,639,249,815,1253,449,172
-22,1105,241,880,418,589,821,845,887,626
722,622,244,1100,517,620,811,640,337,1010
1143,841,235,1286,317,559,812,665,862,483
966,483,226,672,274,595,806,1067,182,154
399,889,231,673,1006,612,802,741,740,540
891,902,218,731,565,420,804,493,795,1028
603,1052,224,1323,616,396,796,756,449,280
671,712,234,1189,811,436,806,1037,944,333
234,965,231,881,281,340,798,868,1131,309
1259,743,224,575,672,456,806,915,1122,1195
568,528,228,487,513,837,798,991,641,197
1023,857,214,1113,859,717,812,852,696,933
729,921,219,962,697,442,807,966,1420,540
90,995,231,900,624,559,811,565,871,634
241,638,222,1442,241,136,806,1046,649,891
588,970,230,888,735,659,803,953,756,9
707,731,226,308,626,918,815,745,839,152
971,732,226,415,470,813,805,528,800,585
1185,1047,225,-23,474,343,811,1049,576,564
856,526,229,955,345,361,808,791,509,1035
662,783,219,990,384,782,806,1075,490,231
381,1246,210,1031,636,117,814,878,702,306
630,278,218,991,564,250,808,1162,920,599
804,952,221,778,407,826,796,599,1106,793
444,777,220,630,437,431,807,906,255,496
1045,903,225,1235,604,719,806,861,417,780
386,826,225,863,208,109,799,652,765,155
233,760,217,1308,727,547,806,1022,871,557
732,1137,226,931,362,493,800,858,1217,50
400,887,226,1034,288,452,813,1036,1284,668
1081,624,218,917,627,263,816,668,950,842
1014,985,216,1128,285,433,801,653,574,360
985,1045,219,530,497,982,805,662,421,1112
23,743,209,1108,364,477,806,1108,832,842
662,1006,211,678,970,186,805,1015,479,417
632,922,215,1220,517,1150,800,740,1162,314
155,1051,207,1175,141,709,807,886,932,761
552,1153,213,815,588,554,799,921,1668,662
661,945,216,1192,775,568,797,424,527,791
608,760,213,864,406,164,809,598,436,225
484,1044,201,1234,469,568,817,887,924,1013
776,779,206,565,800,147,807,934,1046,841
416,763,205,1155,940,550,800,811,664,708
802,729,198,1124,793,849,816,690,378,462
444,649,206,1152,686,443,798,1079,411,758
1086,1017,211,617,365,393,811,597,898,790
478,893,216,922,821,605,811,1330,853,1113
536,975,208,719,746,615,804,618,510,721
773,1251,200,944,570,745,811,670,489,-3
843,1004,202,1104,455,474,805,971,910,237
1103,708,191,1002,522,387,808,1142,663,759
374,568,207,465,950,435,814,932,992,373
803,809,209,690,397,643,804,700,818,685
760,742,210,903,669,1053,818,1157,879,477
897,972,200,1129,366,442,816,1025,746,420
541,1122,210,678,274,350,812,857,714,960
542,978,217,996,456,886,818,719,1014,302
669,761,210,1026,593,821,816,683,510,489
680,662,219,966,679,771,810,726,1678,550
818,1038,211,895,877,-307,813,823,955,1304
564,818,218,994,297,561,800,634,690,919
990,975,217,1092,581,454,817,739,1314,190
1013,1076,219,1174,724,714,815,1004,596,841
852,594,226,828,317,1241,811,886,835,913
989,1254,224,624,347,669,814,738,893,537
897,913,234,794,717,756,810,783,1585,619
452,1019,244,878,734,507,814,1188,815,509
697,664,224,909,745,694,812,790,1326,329
1154,625,235,1096,607,653,810,955,1274,362
490,1057,227,511,664,741,803,737,240,307
416,527,236,1074,386,668,805,902,301,906
1166,1146,226,885,305,615,800,877,897,562
1370,1394,234,1134,596,933,810,990,497,353
39,1048,244,1255,489,370,809,912,1040,863
791,674,241,832,615,651,818,780,736,937
1005,1038,234,320,1078,638,803,1138,718,327
640,904,250,1076,91,366,809,946,781,1168
303,935,254,993,347,674,815,768,1433,684
864,1069,245,667,518,341,809,879,852,822
954,648,245,522,598,403,812,674,973,129
630,1052,244,572,836,557,800,735,475,524
680,529,255,962,559,49,807,731,518,123
1018,1108,244,1052,922,566,805,392,634,136
318,836,254,584,484,66,808,1153,1459,466
704,1133,259,1118,390,386,813,742,1207,1350
982,1148,247,963,631,341,818,1172,778,252
504,862,248,687,11,550,815,855,568,679
669,1145,245,1063,397,351,816,954,319,828
666,605,249,276,460,740,809,757,17,1031
402,970,259,1095,300,758,807,875,651,515
1093,886,257,1235,580,-5,815,868,1208,842
776,1159,260,594,312,337,807,618,319,266
406,1242,253,565,552,642,805,461,1290,607
664,888,257,1126,276,633,811,654,522,779
448,1090,259,480,696,468,813,1116,662,6
627,1066,266,930,483,367,805,722,1231,1017
772,173,276,872,574,683,802,946,772,619
1221,788,276,850,627,489,809,534,1084,868
931,993,266,606,768,1021,804,639,712,180
805,961,269,392,513,325,811,787,954,395
724,1223,275,736,336,1047,805,833,347,605
988,1248,260,653,657,559,813,878,963,545
563,814,267,558,236,454,804,630,757,1037
1408,849,270,633,622,493,806,960,1244,381
473,1113,273,825,401,-76,794,958,309,884
941,687,263,990,441,252,794,610,1163,123
314,985,267,815,541,349,803,706,795,116
452,1282,277,965,952,908,802,715,960,590
777,684,267,1266,555,178,805,468,551,-29
853,1404,272,1432,513,669,792,653,1146,1219
815,800,283,1323,508,677,792,758,736,547
561,658,286,853,817,361,801,1150,847,470
1297,783,276,252,596,250,804,851,868,836
397,608,273,790,342,521,810,899,594,1058
864,905,273,1343,730,453,806,753,918,1014
616,703,263,1142,149,577,808,1013,1069,980
586,928,263,529,678,863,798,925,1429,477
622,1037,258,712,544,327,808,466,1611,649
349,953,270,436,438,139,817,942,1150,364
942,434,262,876,460,413,808,719,509,370
616,1055,266,826,714,332,817,796,814,952
936,538,252,924,384,589,801,793,559,773
603,416,258,616,407,653,810,939,847,-88
361,1142,267,722,484,737,812,1267,1149,1285
604,675,260,854,640,457,799,763,408,612
870,571,256,625,736,427,805,1107,885,857
718,808,247,1083,504,374,811,982,1495,-48
583,1332,257,826,566,303,818,1078,1531,454
816,771,251,232,603,452,802,611,1296,303
940,1122,238,306,240,509,817,567,993,496
1490,1081,243,703,480,423,818,1070,808,1072
980,1255,256,407,102,975,813,815,307,1141
878,713,246,920,463,721,812,970,1254,608
716,770,255,468,586,118,820,731,1115,268
795,856,254,956,777,-125,812,1129,1026,926
523,907,252,981,232,658,819,402,455,678
864,761,241,1082,674,396,808,1353,1339,494
834,456,245,1160,621,412,813,804,403,446
1135,1564,235,855,630,546,814,1043,936,406
493,1273,225,664,167,434,822,718,1106,441
1243,966,232,1061,517,452,814,810,447,650
632,1237,238,725,272,385,809,830,1389,-465
774,651,229,881,395,337,821,939,1412,515
443,877,238,929,633,615,810,868,1552,734
835,629,229,1062,644,255,815,659,1332,259
728,966,234,971,156,768,810,999,1360,380
873,821,236,1020,168,566,812,758,1148,217
960,870,220,657,475,1033,811,712,1420,220
740,784,234,584,416,29,810,850,1103,697
749,873,225,525,240,484,815,495,486,603
1204,858,225,935,589,816,812,1076,983,802
559,777,224,699,683,532,815,903,1277,302
637,381,216,696,312,274,823,776,1106,441
761,418,224,883,211,271,815,449,914,999
816,470,221,376,506,486,820,810,456,126
130,375,234,852,514,490,808,579,806,702
615,1528,224,955,511,503,825,743,774,551
1227,189,223,849,433,837,815,1183,791,115
939,704,230,1197,648,754,818,492,812,1005
127,932,214,910,690,498,815,726,1628,575
1033,1380,224,980,325,433,812,857,887,631
816,776,224,721,720,682,818,965,1430,388
901,813,219,560,255,291,817,753,262,206
278,695,222,607,556,402,813,1247,1403,893
984,832,232,719,557,490,810,743,1350,298
1111,916,240,1015,493,930,809,680,1108,859
797,773,238,1022,643,997,820,982,545,541
1071,780,234,1142,597,559,800,885,508,382
913,916,222,1257,361,909,801,1027,985,616
616,1076,239,1215,157,43,801,740,1279,-283
694,811,236,773,790,641,802,735,1161,641
621,664,244,1106,854,251,809,1154,38,-247
955,852,254,1001,881,802,813,517,1202,794
1041,1217,247,1035,395,301,800,775,1425,905
766,283,234,753,345,504,818,909,850,1232
694,868,249,270,606,531,800,1155,464,178
353,685,251,1198,333,-279,804,1016,593,722
923,573,249,560,751,679,809,989,855,1207
290,1274,259,1424,537,413,807,586,587,447
859,936,250,613,354,327,808,1091,899,354
598,1044,249,1554,413,106,801,919,656,222
1351,817,263,785,849,274,805,856,1928,498
351,1110,269,473,647,689,806,543,785,-78
767,602,280,899,491,1002,806,756,759,450
596,721,286,740,522,588,810,835,823,1013
267,712,282,446,600,191,806,801,519,-418
347,978,274,678,384,315,801,990,855,973
955,725,279,1252,279,1011,800,284,863,1144
318,1075,283,593,644,277,805,434,1242,358
484,1230,293,1061,622,376,806,965,1005,215
691,798,290,829,749,465,816,899,1091,169
649,960,285,562,631,585,815,896,1267,621
1254,668,294,833,364,445,806,1066,465,379
937,908,287,685,553,811,802,733,388,908
377,993,298,1041,552,413,802,722,885,702
538,738,301,1233,717,654,809,817,702,450
909,679,284,1270,641,689,802,928,450,122
482,1301,291,1014,922,533,810,982,365,386
694,923,289,1146,370,702,808,904,537,340
1463,1055,299,901,736,410,806,938,612,738
295,806,302,1424,454,516,814,793,650,480
320,1085,309,1056,482,586,807,775,1440,1172
445,641,289,888,665,798,812,919,884,1022
576,788,301,974,599,1042,796,723,572,701
716,531,309,831,592,606,809,951,764,364
489,804,301,999,369,-43,800,874,1888,1204
735,921,150,365,822,592,837,787,891,954
653,470,160,1077,544,164,836,1221,469,594
-13,824,148,667,489,1085,830,956,1078,269
601,861,143,1588,468,512,835,913,893,-986
298,1331,134,508,418,407,841,979,991,395
499,1237,128,1186,503,625,847,642,615,665
1229,549,133,784,230,1216,847,559,778,447
990,774,125,965,759,628,855,779,1293,394
1056,884,119,1347,330,521,849,910,1248,442
414,668,125,287,780,640,848,885,625,1178
426,803,129,650,246,358,848,663,456,380
182,1251,129,593,475,254,858,791,1095,576
342,523,135,622,695,371,850,1075,1328,823
860,806,128,893,411,995,859,1176,364,354
855,922,121,386,329,1024,867,893,1533,704
679,1115,123,1145,526,534,874,471,979,742
657,461,129,698,216,295,868,498,420,503
699,696,133,855,293,681,878,536,1025,685
1018,949,128,1402,815,531,886,1182,1073,733
663,507,127,537,575,614,886,729,1323,158
1268,873,126,858,649,442,882,613,874,454
992,477,129,667,283,882,887,604,585,717
361,692,134,870,736,701,878,1287,922,586
1400,966,144,808,284,210,870,820,1089,46
457,870,141,449,507,625,888,1148,2050,403
501,880,129,1140,691,594,879,785,217,507
632,934,139,602,493,948,881,623,710,464
396,678,137,1038,498,448,871,1055,946,790
289,799,139,843,776,313,873,874,893,-34
-23,618,129,883,699,665,872,829,707,894
635,868,148,1027,52,197,871,1034,874,695
658,987,130,536,388,1050,884,984,824,396
1065,1071,140,991,378,1008,882,709,1063,-254
731,601,131,496,75,745,877,872,1327,967
547,803,139,684,887,527,888,536,1408,1112
1211,356,140,1027,573,-41,876,1051,1357,544
747,915,145,945,241,819,885,444,631,-140
900,923,143,639,624,905,890,839,998,326
994,581,139,942,713,523,894,978,456,1300
1062,248,146,982,237,869,885,271,869,516
888,1165,148,923,447,539,886,825,974,352
1067,642,152,847,360,726,888,843,1648,645
1163,769,162,840,457,646,886,863,743,500
794,1083,156,985,586,582,876,566,902,334
700,800,156,620,686,277,892,653,1024,225
977,436,167,1008,248,388,896,697,677,746
509,943,168,1291,883,1034,876,579,1107,718
506,709,163,613,644,817,886,782,582,673
694,1045,161,533,557,455,889,950,906,718
106,959,162,1061,781,535,889,732,680,368
219,1011,172,528,545,351,892,556,516,645
417,1085,160,404,847,943,892,846,1490,1008
469,782,160,1108,280,575,891,628,1403,721
1023,522,155,1551,306,589,892,758,1187,599
841,794,164,1387,715,809,886,1366,1427,773
863,1005,163,647,281,1053,876,1092,925,553
1553,903,170,924,523,604,895,727,985,99
543,857,166,908,586,805,893,629,931,580
490,865,165,1242,857,906,885,863,578,514
1134,729,167,1033,581,1027,888,906,790,712
1062,1105,177,983,303,520,886,727,675,904
193,1181,172,984,556,779,894,844,1003,816
399,345,170,1200,637,859,896,717,551,855
657,924,174,718,437,237,886,610,882,541
1100,540,184,1125,340,593,887,716,1485,481
1133,1334,180,1243,989,513,892,617,774,20
565,963,179,1411,306,534,894,1009,1836,678
249,43,169,477,475,439,891,741,1078,831
-39,957,160,915,599,421,896,908,453,483
1184,1404,165,924,760,329,888,879,654,-134
911,196,171,961,439,581,896,771,842,212
52,969,161,777,573,673,892,988,87,120
538,895,158,933,605,175,892,633,358,444
741,1083,170,685,615,399,893,437,1031,165
966,951,166,354,373,897,884,880,1170,1213
923,897,159,1058,415,286,892,918,601,158
493,827,152,920,373,945,883,744,1343,650
1012,973,164,812,479,614,884,717,863,-30
538,576,158,1128,512,130,899,887,705,497
1019,632,166,820,853,446,890,531,1089,264
1057,528,161,1171,484,1021,890,967,478,1068
223,650,151,656,359,468,885,730,698,483
629,690,141,592,691,-120,884,1035,1552,479
137,792,139,471,766,977,881,900,544,880
918,1340,132,679,893,639,885,553,718,416
1067,759,143,629,567,918,887,949,962,660
260,1372,132,893,446,253,892,699,1796,693
833,1283,141,820,267,514,883,807,1341,-58
70,1003,141,529,252,496,874,937,532,831
528,475,140,1021,362,186,881,803,919,411
732,995,150,611,548,78,879,654,705,837
308,916,140,1249,763,516,883,746,1143,835
486,727,142,535,670,585,879,722,604,806
582,839,144,780,396,390,887,710,711,842
631,859,132,506,39,846,878,1251,620,1028
940,820,136,483,416,398,888,973,763,595
745,1050,132,721,427,302,878,836,400,775
323,920,137,659,770,463,870,881,1227,538
769,540,126,1005,754,795,882,734,1239,-150
225,1189,137,1113,979,127,872,538,1579,715
861,1043,125,417,663,584,885,585,677,884
